"loc_id","latitude","longitude","Prov","region"
"L1027108",54.17721,-112.3263,"AB","PR"
"L1793795",49.88676,-97.28715,"MB","PR"
"L1025134",49.86215,-97.26276,"MB","PR"
"L34305",43.04226,-79.30924,"ON","ON"
"L1129404",55.73278,-97.85845,"MB","PR"
"L1102937",44.50426,-63.84724,"NS","AT"
"L7696507",43.68501,-79.39176,"ON","ON"
"L1021281",44.14077,-79.3175,"ON","ON"
"L3254774",50.49719,-116.0462,"BC","BC"
"L1060298",42.58213,-80.40055,"ON","ON"
"L1078661",42.66136,-81.69622,"ON","ON"
"L1018109",53.66893,-114.863,"AB","PR"
"L1023207",44.51011,-78.77094,"ON","ON"
"L1318931",43.68764,-79.32751,"ON","ON"
"L1026735",49.78016,-96.51755,"MB","PR"
"L1290082",49.27095,-123.1671,"BC","BC"
"L3194887",49.43262,-98.25216,"MB","PR"
"L2465509",45.53975,-75.81824,"QC","QC"
"L1315313",43.67178,-79.41137,"ON","ON"
"L1152847",51.1063,-114.1536,"AB","PR"
"L1331360",50.04159,-125.1736,"BC","BC"
"L1832653",50.09975,-125.2175,"BC","BC"
"L1841261",49.01244,-123.0701,"BC","BC"
"L2445894",43.69556,-79.27292,"ON","ON"
"L1396581",43.87841,-79.27593,"ON","ON"
"L1132345",54.49255,-128.5804,"BC","BC"
"L1021061",46.12514,-64.79173,"NB","AT"
"L1307623",45.90369,-64.39424,"NB","AT"
"L1031537",44.8709,-79.84031,"ON","ON"
"L1806641",44.53713,-78.34964,"ON","ON"
"L1024645",43.77473,-79.40629,"ON","ON"
"L1290083",42.76916,-80.97829,"ON","ON"
"L1051924",60.29553,-134.2796,"YT","North"
"L1375185",42.88953,-80.10989,"ON","ON"
"L1027480",43.47452,-80.64379,"ON","ON"
"L1031385",45.38365,-73.92928,"QC","QC"
"L1019981",44.47155,-63.64896,"NS","AT"
"L1021866",45.8755,-74.11867,"QC","QC"
"L1018712",43.84055,-79.0961,"ON","ON"
"L1024721",44.4287,-81.39986,"ON","ON"
"L1021832",50.11185,-97.00185,"MB","PR"
"L1290084",42.7003,-80.79984,"ON","ON"
"L1379689",42.60405,-80.52863,"ON","ON"
"L1290085",49.24533,-122.7803,"BC","BC"
"L1020452",43.67001,-79.41753,"ON","ON"
"L1021608",48.38385,-64.59291,"QC","QC"
"L1100780",49.22659,-122.6851,"BC","BC"
"L1063381",42.9104,-79.60873,"ON","ON"
"L1024716",49.90796,-97.02676,"MB","PR"
"L1020398",55.48695,-98.03892,"MB","PR"
"L1025292",49.77952,-119.571,"BC","BC"
"L1290086",50.79444,-112.4676,"AB","PR"
"L1019461",45.55673,-74.66085,"ON","ON"
"L1025152",49.03591,-122.8299,"BC","BC"
"L1024810",44.11449,-77.80649,"ON","ON"
"L1018851",47.12522,-67.88645,"NB","AT"
"L1018852",47.12522,-67.88645,"NB","AT"
"L1025913",46.20048,-74.61545,"QC","QC"
"L1028121",49.2692,-123.0641,"BC","BC"
"L1020864",44.57653,-79.31871,"ON","ON"
"L1030906",43.75733,-79.37845,"ON","ON"
"L1290087",56.20076,-120.6822,"BC","BC"
"L1026884",45.43129,-65.98563,"NB","AT"
"L1018298",50.44078,-104.5793,"SK","PR"
"L1019809",51.0545,-114.0874,"AB","PR"
"L1020543",44.29964,-78.85474,"ON","ON"
"L1023694",43.68853,-79.30728,"ON","ON"
"L1085212",43.66495,-79.46565,"ON","ON"
"L1033378",49.26403,-122.9242,"BC","BC"
"L1319352",49.26565,-123.2441,"BC","BC"
"L1025138",48.5711,-88.79614,"ON","ON"
"L1034089",48.57167,-88.79648,"ON","ON"
"L1309660",48.03334,-89.48908,"ON","ON"
"L1312245",48.03368,-89.48922,"ON","ON"
"L1312945",48.03331,-89.48957,"ON","ON"
"L1319558",48.03347,-89.48869,"ON","ON"
"L1290088",45.38966,-65.99442,"NB","AT"
"L1018521",44.42569,-78.72009,"ON","ON"
"L1319171",44.35761,-78.51964,"ON","ON"
"L1019383",43.97288,-79.25549,"ON","ON"
"L1028307",43.9412,-79.39514,"ON","ON"
"L1018835",42.94966,-81.19255,"ON","ON"
"L1018856",45.37785,-79.23349,"ON","ON"
"L1031306",49.85355,-97.30016,"MB","PR"
"L1022789",44.27903,-78.31199,"ON","ON"
"L1023632",44.61056,-79.46824,"ON","ON"
"L1028841",51.0113,-114.1219,"AB","PR"
"L1027066",43.23638,-79.89816,"ON","ON"
"L1018396",45.33812,-75.785,"ON","ON"
"L1311723",44.93561,-75.75099,"ON","ON"
"L1056167",42.98826,-81.18813,"ON","ON"
"L1030887",44.87187,-63.57797,"NS","AT"
"L1023904",49.06698,-81.01134,"ON","ON"
"L1025732",49.06676,-81.02063,"ON","ON"
"L1024481",49.16543,-81.07399,"ON","ON"
"L2419448",49.12062,-81.0743,"ON","ON"
"L1290089",49.08632,-81.01666,"ON","ON"
"L1041492",49.06836,-81.01593,"ON","ON"
"L1018729",48.45152,-123.4116,"BC","BC"
"L1025385",43.65795,-79.55932,"ON","ON"
"L1019132",47.5228,-52.75961,"NL","AT"
"L1141874",44.61165,-79.43721,"ON","ON"
"L1024836",45.97323,-77.27826,"QC","QC"
"L1020368",45.94363,-66.76864,"NB","AT"
"L2022147",43.01121,-81.28518,"ON","ON"
"L1029484",49.23958,-81.13326,"ON","ON"
"L1806642",44.81787,-76.28069,"ON","ON"
"L1019455",45.43606,-75.63198,"ON","ON"
"L3450745",45.41213,-75.8898,"QC","QC"
"L1042826",48.34482,-89.47717,"ON","ON"
"L1027766",44.0021,-79.47753,"ON","ON"
"L1290090",44.15289,-81.02153,"ON","ON"
"L1022589",44.08515,-78.32218,"ON","ON"
"L1035714",45.74634,-76.66709,"QC","QC"
"L1023892",43.64153,-79.55565,"ON","ON"
"L1023536",48.8226,-123.5887,"BC","BC"
"L1026399",42.96713,-81.30213,"ON","ON"
"L1290091",44.35306,-78.73435,"ON","ON"
"L1023418",44.26899,-78.36798,"ON","ON"
"L1027601",43.07785,-79.79526,"ON","ON"
"L1023277",44.23788,-76.49413,"ON","ON"
"L1767924",44.34579,-76.70605,"ON","ON"
"L1023118",44.48808,-80.2295,"ON","ON"
"L1290092",44.93163,-75.83384,"ON","ON"
"L1023226",47.44968,-52.74236,"NL","AT"
"L1023812",43.82542,-79.12233,"ON","ON"
"L1061876",44.22048,-76.57934,"ON","ON"
"L1026496",44.0823,-79.78304,"ON","ON"
"L1334149",44.1911,-79.93958,"ON","ON"
"L1039693",50.05302,-96.99099,"MB","PR"
"L1031549",46.52102,-84.26114,"ON","ON"
"L1026832",49.0153,-80.95242,"ON","ON"
"L1053678",45.38594,-75.83775,"QC","QC"
"L1290093",42.04995,-82.59576,"ON","ON"
"L1029434",45.81425,-74.6417,"QC","QC"
"L1076535",49.27739,-123.0853,"BC","BC"
"L1028574",44.68406,-78.79455,"ON","ON"
"L1030941",48.45224,-123.3319,"BC","BC"
"L1038290",45.37999,-75.65848,"ON","ON"
"L1290094",46.72327,-72.4328,"QC","QC"
"L1030989",46.69914,-70.88327,"QC","QC"
"L1320232",46.49239,-70.70615,"QC","QC"
"L1030075",44.26998,-76.40527,"ON","ON"
"L1030074",53.55703,-113.2696,"AB","PR"
"L1134989",54.58286,-101.3395,"MB","PR"
"L1034663",45.40173,-75.85848,"QC","QC"
"L1321084",42.75124,-80.4829,"ON","ON"
"L1034109",44.42562,-79.71857,"ON","ON"
"L1031589",45.26315,-75.94487,"ON","ON"
"L1102640",43.31271,-79.83519,"ON","ON"
"L1032314",48.83193,-123.4854,"BC","BC"
"L1319759",46.08091,-79.23039,"ON","ON"
"L1326099",46.16794,-79.26936,"ON","ON"
"L1034238",45.1642,-76.69836,"ON","ON"
"L1055301",46.38116,-60.97103,"NS","AT"
"L1059561",55.72576,-120.4845,"BC","BC"
"L1290095",55.89695,-120.499,"BC","BC"
"L1038329",45.55294,-73.65758,"QC","QC"
"L1327638",42.13141,-83.09649,"ON","ON"
"L1290096",43.70773,-79.31806,"ON","ON"
"L1290097",45.27315,-66.10062,"NB","AT"
"L1059476",43.95663,-80.07269,"ON","ON"
"L1047232",44.66821,-63.60689,"NS","AT"
"L1050495",46.03828,-79.45692,"ON","ON"
"L1050918",42.84167,-79.08998,"ON","ON"
"L1798406",52.02559,-113.5101,"AB","PR"
"L1798422",52.02559,-113.5101,"AB","PR"
"L2527552",49.35691,-124.4045,"BC","BC"
"L1066762",44.25235,-79.48756,"ON","ON"
"L1290098",46.12658,-73.59917,"QC","QC"
"L1043155",43.99116,-78.02387,"ON","ON"
"L1043110",50.00774,-96.89941,"MB","PR"
"L1056569",54.56699,-101.4024,"MB","PR"
"L1530362",49.85335,-119.6144,"BC","BC"
"L1079573",43.7539,-80.0664,"ON","ON"
"L1060578",45.31185,-75.8925,"ON","ON"
"L1806643",44.46147,-79.66549,"ON","ON"
"L1062063",45.45191,-75.60094,"ON","ON"
"L1063421",53.13313,-113.1944,"AB","PR"
"L1334223",43.03337,-80.87813,"ON","ON"
"L1061158",43.9707,-78.50684,"ON","ON"
"L3157216",44.49943,-80.18032,"ON","ON"
"L1069153",43.65096,-79.45912,"ON","ON"
"L1311959",44.40393,-80.53273,"ON","ON"
"L1072802",47.06544,-70.81152,"QC","QC"
"L1818730",49.26145,-123.064,"BC","BC"
"L1290099",47.06521,-70.81018,"QC","QC"
"L1079136",44.25474,-76.59068,"ON","ON"
"L1080455",44.52621,-80.33736,"ON","ON"
"L1074664",43.13472,-79.22949,"ON","ON"
"L1076461",53.92773,-122.8165,"BC","BC"
"L1098318",43.86342,-79.08892,"ON","ON"
"L1475913",42.85812,-80.71967,"ON","ON"
"L1475956",42.85793,-80.71926,"ON","ON"
"L1324749",43.78358,-79.3859,"ON","ON"
"L1864989",45.94893,-74.1355,"QC","QC"
"L1865066",45.45955,-73.63369,"QC","QC"
"L3229574",45.40673,-72.71384,"QC","QC"
"L1130344",43.80519,-79.17737,"ON","ON"
"L1339038",42.94751,-79.06831,"ON","ON"
"L1105313",48.86713,-64.47495,"QC","QC"
"L1105227",45.38403,-75.65417,"ON","ON"
"L1108315",44.37019,-79.68792,"ON","ON"
"L1806258",49.0274,-122.5907,"BC","BC"
"L1105628",48.39891,-89.54605,"ON","ON"
"L1315003",45.44802,-75.63019,"ON","ON"
"L1105159",45.39662,-75.63474,"ON","ON"
"L1105615",49.05767,-117.656,"BC","BC"
"L1107010",44.73344,-75.51697,"ON","ON"
"L1290100",44.11451,-77.55602,"ON","ON"
"L1811617",45.41544,-71.91778,"QC","QC"
"L2420921",46.05402,-64.97752,"NB","AT"
"L1304515",44.3198,-76.17626,"ON","ON"
"L2420973",44.01783,-77.7324,"ON","ON"
"L3220139",44.10029,-79.48218,"ON","ON"
"L1438068",49.23228,-122.8899,"BC","BC"
"L2435078",44.37417,-64.35735,"NS","AT"
"L2428793",52.13674,-106.5738,"SK","PR"
"L1308578",43.19883,-79.2243,"ON","ON"
"L1433452",43.46807,-79.72186,"ON","ON"
"L2487705",50.12729,-96.88973,"MB","PR"
"L3186219",44.30556,-76.84016,"ON","ON"
"L1307718",45.39233,-76.47527,"ON","ON"
"L1360847",44.56169,-80.45975,"ON","ON"
"L1806644",43.77703,-79.14541,"ON","ON"
"L1806645",45.78089,-66.14662,"NB","AT"
"L1806646",48.89021,-123.5068,"BC","BC"
"L1843483",50.20976,-96.5651,"MB","PR"
"L1806647",45.01804,-74.99997,"ON","ON"
"L3257193",49.01066,-57.59351,"NL","AT"
"L1806648",52.62208,-114.2328,"AB","PR"
"L1806649",49.93767,-97.04093,"MB","PR"
"L1466019",45.96535,-74.01066,"QC","QC"
"L1320841",45.44255,-73.82681,"QC","QC"
"L1337800",45.02502,-72.2313,"QC","QC"
"L2479616",48.42741,-123.4236,"BC","BC"
"L3133694",48.41112,-123.3317,"BC","BC"
"L3158676",46.33097,-79.45263,"ON","ON"
"L1314542",44.324,-79.53419,"ON","ON"
"L1305418",47.62878,-52.81009,"NL","AT"
"L1305399",50.07497,-110.7819,"AB","PR"
"L1419515",45.27711,-79.26486,"ON","ON"
"L1806650",42.41688,-82.19336,"ON","ON"
"L1305571",53.70829,-116.2094,"AB","PR"
"L1314451",44.23847,-76.94434,"ON","ON"
"L1311675",43.82809,-79.40919,"ON","ON"
"L3213788",49.78829,-97.13966,"MB","PR"
"L1423082",46.902,-71.31162,"QC","QC"
"L1305637",45.46195,-76.40748,"ON","ON"
"L1793439",45.42822,-76.36788,"ON","ON"
"L1312904",46.77568,-71.26637,"QC","QC"
"L1307218",43.98445,-77.24307,"ON","ON"
"L1312581",54.07139,-128.6528,"BC","BC"
"L1417711",43.21054,-80.01068,"ON","ON"
"L1314160",49.03379,-81.20025,"ON","ON"
"L1799384",43.64729,-79.58394,"ON","ON"
"L1806651",43.64731,-79.5844,"ON","ON"
"L1801505",43.50206,-80.28255,"ON","ON"
"L1798223",43.51124,-80.20792,"ON","ON"
"L1806652",46.81315,-71.31862,"QC","QC"
"L1306456",45.38527,-75.96253,"ON","ON"
"L1313163",43.3803,-79.81687,"ON","ON"
"L1801024",43.88025,-79.43426,"ON","ON"
"L1313466",44.28975,-79.88021,"ON","ON"
"L1806653",50.70954,-127.4158,"BC","BC"
"L1305988",43.17221,-81.4974,"ON","ON"
"L1305993",43.17221,-81.4974,"ON","ON"
"L1352474",42.80255,-80.42152,"ON","ON"
"L1806654",50.77188,-120.3452,"BC","BC"
"L3538296",50.71467,-113.9826,"AB","PR"
"L1308968",48.75486,-91.60045,"ON","ON"
"L1309286",50.10442,-97.04151,"MB","PR"
"L1310755",49.26776,-123.1867,"BC","BC"
"L1315148",44.43709,-80.65263,"ON","ON"
"L1311781",44.23684,-80.80084,"ON","ON"
"L1309981",42.3122,-83.01105,"ON","ON"
"L1311127",48.76718,-123.292,"BC","BC"
"L1319142",45.92411,-82.22202,"ON","ON"
"L1315822",45.18535,-76.33879,"ON","ON"
"L1318444",44.14218,-78.93512,"ON","ON"
"L1331558",42.95065,-81.30059,"ON","ON"
"L1326233",46.23764,-60.08386,"NS","AT"
"L1315254",43.58032,-80.26956,"ON","ON"
"L1311455",48.50721,-123.4166,"BC","BC"
"L1308555",48.20235,-53.96386,"NL","AT"
"L1308882",43.20369,-79.62887,"ON","ON"
"L1314067",43.57469,-79.72647,"ON","ON"
"L2742584",43.14207,-80.75955,"ON","ON"
"L1309161",47.82331,-79.86566,"ON","ON"
"L1312068",49.34129,-123.0771,"BC","BC"
"L3083973",49.34245,-123.2457,"BC","BC"
"L1314371",44.0527,-79.45931,"ON","ON"
"L1441447",45.52591,-77.43768,"ON","ON"
"L1309664",49.05308,-122.2577,"BC","BC"
"L1311637",50.50197,-116.0354,"BC","BC"
"L1311553",51.0956,-114.2427,"AB","PR"
"L1806655",45.38602,-75.83703,"QC","QC"
"L1311570",43.41131,-79.79475,"ON","ON"
"L1313715",44.0705,-79.44984,"ON","ON"
"L1370151",45.93536,-64.65963,"NB","AT"
"L1315406",53.50806,-113.5786,"AB","PR"
"L1311391",45.1847,-67.2474,"NB","AT"
"L1315220",43.68511,-79.28796,"ON","ON"
"L1806656",42.7664,-80.58305,"ON","ON"
"L1806657",49.98645,-98.76649,"MB","PR"
"L1322814",54.3365,-113.9172,"AB","PR"
"L1325201",54.3365,-113.9172,"AB","PR"
"L1310956",47.60207,-52.74143,"NL","AT"
"L1311464",49.99253,-117.3747,"BC","BC"
"L1806658",46.08509,-64.82534,"NB","AT"
"L1311559",44.61179,-79.41873,"ON","ON"
"L1382209",48.4075,-81.12648,"ON","ON"
"L1332971",43.02736,-80.88303,"ON","ON"
"L1318945",45.60036,-62.6469,"NS","AT"
"L1311221",43.6717,-79.35471,"ON","ON"
"L1311654",43.68241,-79.35398,"ON","ON"
"L1806659",52.09992,-106.5821,"SK","PR"
"L1311677",53.56968,-113.4377,"AB","PR"
"L1332457",49.31257,-123.0508,"BC","BC"
"L1806660",45.47373,-62.05196,"NS","AT"
"L1319811",49.32085,-123.1153,"BC","BC"
"L1806661",46.70547,-84.38285,"ON","ON"
"L1336245",42.94154,-80.8031,"ON","ON"
"L1806662",51.79332,-114.0998,"AB","PR"
"L1806663",56.15917,-120.6878,"BC","BC"
"L1320741",49.32515,-123.1124,"BC","BC"
"L1337813",45.30337,-75.89886,"ON","ON"
"L1332881",49.36035,-124.4992,"BC","BC"
"L1322378",43.71426,-79.4015,"ON","ON"
"L1350467",42.97229,-81.38556,"ON","ON"
"L1332219",45.50324,-73.40189,"QC","QC"
"L1806935",44.24263,-77.84695,"ON","ON"
"L1347445",45.37384,-75.95691,"ON","ON"
"L1447949",45.61221,-77.19925,"ON","ON"
"L1325583",44.3435,-77.72112,"ON","ON"
"L1320266",45.47643,-75.50113,"ON","ON"
"L1326293",53.98441,-122.788,"BC","BC"
"L1325594",47.99325,-84.78309,"ON","ON"
"L1330746",42.79953,-80.33849,"ON","ON"
"L1834311",45.32049,-75.82208,"ON","ON"
"L1334038",49.25616,-123.1235,"BC","BC"
"L1395533",44.75766,-81.10604,"ON","ON"
"L1798846",49.32926,-123.0073,"BC","BC"
"L1816572",44.68525,-63.50409,"NS","AT"
"L1342725",43.6633,-79.77004,"ON","ON"
"L1319067",48.44949,-123.3541,"BC","BC"
"L1390099",48.44466,-123.3443,"BC","BC"
"L1345346",47.69157,-70.34803,"QC","QC"
"L1338280",46.38777,-72.65973,"QC","QC"
"L1344231",46.34669,-72.58776,"QC","QC"
"L3732400",46.36682,-72.61733,"QC","QC"
"L1337466",43.68043,-79.43773,"ON","ON"
"L1344264",49.26428,-122.9076,"BC","BC"
"L1364085",45.49074,-73.59515,"QC","QC"
"L1806664",43.96646,-81.51698,"ON","ON"
"L1350318",56.85733,-117.6154,"AB","PR"
"L1351892",43.41759,-80.5332,"ON","ON"
"L1365095",49.34532,-116.7241,"BC","BC"
"L1351243",43.66963,-79.75278,"ON","ON"
"L1802267",43.66978,-79.75248,"ON","ON"
"L1374269",50.43791,-104.3383,"SK","PR"
"L1391767",50.66899,-105.5309,"SK","PR"
"L1806665",45.53445,-77.09193,"ON","ON"
"L1380707",50.43337,-104.6326,"SK","PR"
"L1374558",43.76854,-79.42055,"ON","ON"
"L1559095",43.88335,-79.03525,"ON","ON"
"L2778561",45.64558,-75.93289,"QC","QC"
"L2831384",45.64782,-75.93389,"QC","QC"
"L1375460",44.22561,-77.87058,"ON","ON"
"L1376925",52.38963,-114.197,"AB","PR"
"L2423940",49.78484,-97.12131,"MB","PR"
"L1397944",45.62016,-74.75767,"ON","ON"
"L1376952",45.23745,-76.09183,"ON","ON"
"L1374972",50.99231,-114.1288,"AB","PR"
"L1401490",42.26343,-82.03857,"ON","ON"
"L1380501",50.37824,-96.61888,"MB","PR"
"L1803665",43.37622,-80.7092,"ON","ON"
"L1806666",43.37986,-80.71022,"ON","ON"
"L1424760",42.97886,-81.28426,"ON","ON"
"L1408352",44.35665,-79.6307,"ON","ON"
"L1403382",45.44362,-75.65679,"ON","ON"
"L2604447",49.02508,-116.4749,"BC","BC"
"L2595184",53.49844,-113.5065,"AB","PR"
"L2433518",45.37702,-73.98217,"QC","QC"
"L1428387",48.4176,-123.3059,"BC","BC"
"L1430496",43.66592,-79.41415,"ON","ON"
"L1441365",49.03205,-122.8143,"BC","BC"
"L1802507",43.03835,-79.28608,"ON","ON"
"L3172345",45.4439,-65.932,"NB","AT"
"L3462251",54.56701,-101.4015,"MB","PR"
"L1433995",45.49954,-75.65553,"QC","QC"
"L1430429",49.17019,-122.633,"BC","BC"
"L1859615",43.20903,-79.21503,"ON","ON"
"L1799924",44.23837,-76.93983,"ON","ON"
"L2431129",43.12314,-80.26285,"ON","ON"
"L3177277",45.06708,-77.87291,"ON","ON"
"L1802946",44.38941,-79.71817,"ON","ON"
"L2419006",45.01931,-75.45992,"ON","ON"
"L2442212",45.0194,-75.45977,"ON","ON"
"L1808243",50.70976,-120.4208,"BC","BC"
"L1806286",48.8698,-123.5403,"BC","BC"
"L2609716",45.45876,-74.43079,"ON","ON"
"L3154682",43.68499,-79.33664,"ON","ON"
"L2426270",50.98222,-114.0841,"AB","PR"
"L2528704",43.93291,-78.84276,"ON","ON"
"L1793217",44.48202,-81.14678,"ON","ON"
"L1829565",44.83986,-79.27794,"ON","ON"
"L2620579",43.70937,-79.41562,"ON","ON"
"L2897825",52.67757,-113.577,"AB","PR"
"L1793939",43.20294,-79.56989,"ON","ON"
"L2413089",43.18161,-79.60378,"ON","ON"
"L1839649",45.40201,-75.67614,"ON","ON"
"L1827681",42.83039,-80.93058,"ON","ON"
"L1794817",44.14739,-78.45032,"ON","ON"
"L7696509",45.35124,-75.35621,"ON","ON"
"L2463217",43.89925,-79.4271,"ON","ON"
"L2831385",45.82708,-77.10928,"ON","ON"
"L2831386",44.6663,-63.61299,"NS","AT"
"L1797834",45.3791,-75.77704,"ON","ON"
"L1880563",45.64112,-75.92902,"QC","QC"
"L1801694",43.65977,-80.00077,"ON","ON"
"L3501278",44.36784,-78.75357,"ON","ON"
"L2575585",42.32666,-82.8728,"ON","ON"
"L1795192",45.35088,-76.46313,"ON","ON"
"L1818398",45.36487,-75.7942,"ON","ON"
"L1803000",44.168,-81.63095,"ON","ON"
"L2413193",48.98886,-57.72148,"NL","AT"
"L3204517",45.42559,-75.66324,"ON","ON"
"L3204540",45.62466,-75.63164,"QC","QC"
"L3218649",49.34664,-123.0486,"BC","BC"
"L3585275",60.70868,-135.1055,"YT","North"
"L2034772",44.75142,-79.76149,"ON","ON"
"L1801759",44.18053,-78.57208,"ON","ON"
"L2750446",43.51263,-80.25585,"ON","ON"
"L2271466",56.19001,-117.2871,"AB","PR"
"L2418036",56.19002,-117.2871,"AB","PR"
"L3197277",43.95269,-79.44312,"ON","ON"
"L1797378",45.31178,-75.92818,"ON","ON"
"L1813833",45.40248,-75.74818,"ON","ON"
"L2831387",44.11451,-77.55602,"ON","ON"
"L1800329",43.66077,-79.47678,"ON","ON"
"L3160373",43.5076,-80.05576,"ON","ON"
"L1803588",44.11411,-79.57024,"ON","ON"
"L1792875",44.33806,-78.32136,"ON","ON"
"L1801469",51.08439,-115.3552,"AB","PR"
"L1795265",43.16245,-79.22504,"ON","ON"
"L1833302",45.4555,-73.80485,"QC","QC"
"L1792455",45.46452,-74.18008,"QC","QC"
"L1796093",46.50291,-81.00072,"ON","ON"
"L3137973",45.97558,-81.92606,"ON","ON"
"L1800395",49.31837,-124.3317,"BC","BC"
"L1800058",50.33954,-119.2464,"BC","BC"
"L1868056",51.07246,-114.0568,"AB","PR"
"L1801473",50.6592,-120.2401,"BC","BC"
"L1800650",43.00549,-81.22764,"ON","ON"
"L2409615",42.57252,-81.6052,"ON","ON"
"L1810447",42.98889,-82.38179,"ON","ON"
"L1798120",48.48747,-81.21371,"ON","ON"
"L1803306",60.6827,-135.2463,"YT","North"
"L1808424",49.20326,-122.9427,"BC","BC"
"L1829944",48.23218,-89.70108,"ON","ON"
"L1802043",43.78781,-79.3564,"ON","ON"
"L1798067",46.23915,-63.13069,"PE","AT"
"L1800714",43.50056,-80.19955,"ON","ON"
"L2671569",43.4619,-79.70018,"ON","ON"
"L2426352",45.80858,-79.39583,"ON","ON"
"L2831375",45.77381,-79.39917,"ON","ON"
"L1800036",44.60013,-76.30724,"ON","ON"
"L3450662",44.86165,-76.19299,"ON","ON"
"L1856400",43.19549,-80.38014,"ON","ON"
"L1805614",50.0392,-97.86973,"MB","PR"
"L1797714",49.34012,-123.1561,"BC","BC"
"L1797731",49.34032,-123.156,"BC","BC"
"L1796890",45.35853,-75.9594,"ON","ON"
"L1798155",46.52267,-84.24267,"ON","ON"
"L1803603",45.49272,-78.24523,"ON","ON"
"L1802676",44.30149,-78.51291,"ON","ON"
"L1794264",45.48725,-75.51196,"ON","ON"
"L2831388",45.11574,-72.91586,"QC","QC"
"L1831752",45.99821,-72.62409,"QC","QC"
"L2831389",44.678,-63.665,"NS","AT"
"L1794937",50.91222,-113.9347,"AB","PR"
"L1911073",49.96527,-119.4002,"BC","BC"
"L1797876",50.983,-114.0523,"AB","PR"
"L1793909",44.74167,-81.12807,"ON","ON"
"L1818211",42.81662,-79.88769,"ON","ON"
"L2831390",45.05389,-72.15776,"QC","QC"
"L1801040",43.77389,-79.39206,"ON","ON"
"L1801526",43.11156,-80.86624,"ON","ON"
"L1805859",49.03258,-123.0739,"BC","BC"
"L1806601",51.08147,-114.1635,"AB","PR"
"L1800075",49.95803,-119.4013,"BC","BC"
"L1803635",45.96146,-66.72137,"NB","AT"
"L3189996",43.66569,-79.4603,"ON","ON"
"L2831392",50.90241,-99.55043,"MB","PR"
"L1792933",43.56853,-79.75941,"ON","ON"
"L2831393",54.74957,-113.2418,"AB","PR"
"L1792990",52.10827,-101.2746,"MB","PR"
"L1804937",53.34828,-113.7287,"AB","PR"
"L1803931",53.22047,-113.4942,"AB","PR"
"L1819600",45.26548,-75.98416,"ON","ON"
"L1808112",50.76773,-101.8834,"SK","PR"
"L1794598",52.38831,-113.8035,"AB","PR"
"L2420549",51.25377,-85.32321,"ON","ON"
"L2831355",42.82116,-80.29919,"ON","ON"
"L2831394",42.9816,-81.32312,"ON","ON"
"L1816423",49.0939,-99.34147,"MB","PR"
"L2831395",45.20801,-72.77052,"QC","QC"
"L2831396",50.7813,-101.2842,"MB","PR"
"L2831397",49.8985,-97.29295,"MB","PR"
"L1818067",53.87287,-108.9046,"SK","PR"
"L2831398",44.38183,-77.86675,"ON","ON"
"L1795009",52.89471,-100.3011,"MB","PR"
"L1803979",49.71202,-112.8298,"AB","PR"
"L1812455",53.99687,-114.4314,"AB","PR"
"L2831399",53.60627,-113.381,"AB","PR"
"L1802951",44.82699,-79.92575,"ON","ON"
"L2831400",52.13981,-106.5725,"SK","PR"
"L1805138",53.3909,-113.8081,"AB","PR"
"L1799373",53.19452,-106.1096,"SK","PR"
"L1799796",43.12719,-80.28338,"ON","ON"
"L1801341",52.78488,-111.6895,"AB","PR"
"L2831401",50.85194,-120.2036,"BC","BC"
"L2831402",50.79885,-114.0165,"AB","PR"
"L2831403",43.10442,-80.43298,"ON","ON"
"L2261501",43.16251,-80.28218,"ON","ON"
"L1805066",43.1677,-80.30367,"ON","ON"
"L1807892",53.87508,-110.6733,"AB","PR"
"L2831404",43.03216,-80.36624,"ON","ON"
"L2831405",44.91183,-78.71596,"ON","ON"
"L1822557",45.04649,-78.49712,"ON","ON"
"L1821868",43.17527,-79.48154,"ON","ON"
"L1810932",43.20247,-80.38912,"ON","ON"
"L1800576",51.85562,-105.054,"SK","PR"
"L1815156",45.24409,-79.80674,"ON","ON"
"L1802885",49.37677,-123.3702,"BC","BC"
"L1819171",50.74806,-113.5439,"AB","PR"
"L1825172",43.12808,-80.28431,"ON","ON"
"L1814159",45.71703,-65.45936,"NB","AT"
"L2831406",45.96605,-67.12893,"NB","AT"
"L1874765",43.18856,-80.23998,"ON","ON"
"L1825258",51.22818,-101.3523,"MB","PR"
"L1919196",45.05063,-79.3046,"ON","ON"
"L2021549",55.7883,-98.90974,"MB","PR"
"L1832776",43.7345,-79.36105,"ON","ON"
"L2413209",43.72594,-79.36224,"ON","ON"
"L1828764",43.72146,-80.1931,"ON","ON"
"L1813829",62.45107,-114.3854,"NT","North"
"L1804281",43.14013,-80.2422,"ON","ON"
"L2831407",52.41527,-108.6991,"SK","PR"
"L1821169",45.2517,-71.9685,"QC","QC"
"L1821327",43.04483,-80.90092,"ON","ON"
"L2831408",47.07073,-67.3929,"NB","AT"
"L1813975",50.54245,-119.7575,"BC","BC"
"L1814466",42.85502,-80.44955,"ON","ON"
"L2831409",45.45944,-65.98248,"NB","AT"
"L2098779",45.36898,-65.56967,"NB","AT"
"L1814627",45.99719,-67.23733,"NB","AT"
"L2409644",45.71736,-65.46083,"NB","AT"
"L2831363",45.7173,-65.46088,"NB","AT"
